ID товара,Название препарата,Рецептурность препарата,Производитель,Активное вещество,Текущая цена,Старая цена,Ссылка на картинку,Ссылка на товар,Название региона
647094,Глипвило Таблетки 50 мг 56 шт,По рецепту,КРКА,Вилдаглиптин,688,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/OFjjupUBRjkwyzW3Q-ht-300x300,https://gorzdrav.org/p/glipvilo-tabl-50mg-n56-647094/,Москва
331808,Метформин-Озон Таблетки 1000 мг 60 шт,По рецепту,Озон,Метформин,191,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/HcSsuZUB7vQMbYfxRKxi-300x214,https://gorzdrav.org/p/metforminozon-tabl-1000mg-n60-331808/,Москва
648911,Глипвило Мет Таблетки 50 мг + 1000 мг 30 шт,По рецепту,КРКА,Вилдаглиптин,1079,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5DmaNJYBxKCw1vHsYxU3-300x300,https://gorzdrav.org/p/glipvilo-met-0-05-1-0-n30-tabl-p-plen-oboloch-648911/,Москва
626012,Асиглия Таблетки 100 мг 28 шт,По рецепту,КРКА,Ситаглиптин,639,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/T6QmupUBRjkwyzW3Azf6-300x300,https://gorzdrav.org/p/asiglija-0-1-n28-tabl-p-plen-oboloch-626012/,Москва
588678,Глибенкламид Таблетки 5 мг 120 шт,По рецепту,Озон,Глибенкламид,128,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/_I-HyJkBBFTqaCxSP50Q-300x253,https://gorzdrav.org/p/glibenklamid-tab-5mg-120-588678/,Москва
40837,Берлитион 600 Концентрат для приготовления раствора для инфузий 25 мг/мл ампулы 24 мл 5 шт,По рецепту,Berlin-Chemie,Тиоктовая кислота,1013,1126,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/0w3ftZUB4hniyrJCaB2e-300x300,https://gorzdrav.org/p/berlition-rr-d-in-600ed-25mg-ml-24ml-n5-40837/,Москва
40376,Амарил Таблетки 3 мг 90 шт,По рецепту,Санофи,Глимепирид,3078,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/C6XWtZUBrbRC1cy5vdtR-300x300,https://gorzdrav.org/p/amaril-tab-3mg-90-40376/,Москва
651459,Метформин-Реневал Таблетки 1000 мг 60 шт,По рецепту,Обновление,Метформин,235,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/vYgmu5UBJVujGJtQ5urx-300x200,https://gorzdrav.org/p/metformin-reneval-tabl-p-pl-ob-1000mg-n60-651459/,Москва
29296,Левемир Флекспен Раствор для подкожного введения 100 ед/мл 3 мл 5 шт,По рецепту,Ново Нордиск,Инсулин детемир,3040,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/yEh5tZUB4hniyrJCeEUW-300x300,https://gorzdrav.org/p/levemir-flekspen-rr-d-podk-vvedenija-100ed-ml-3ml-n5-29296/,Москва
667604,"Семавик Некст Раствор для подкожного введения 0,5 мг/доза шприц-ручка 3 мл 1 шт + иглы 4 шт",По рецепту,Герофарм,Семаглутид,4819,5519,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/KaDxCZgBDFOSMvLTKCwp-300x300,https://gorzdrav.org/p/semavik-nekst-0-0005-doza-3ml-n1-shpricruchka-rr-p-k-igla-odnoraz-n4-667604/,Москва
664660,"Тирзетта Раствор для подкожного введения 12,5 мг 0,5 мл 4 шт",По рецепту,Биохимик,Тирзепатид,16226,18029,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Foxsu5UBRnED4k9iMXXS-300x300,https://gorzdrav.org/p/tirzetta-rr-p-k-vved-12-5-mg-0-5-ml-4-664660/,Москва
68197,Глюкофаж Лонг 1 г Таблетки пролонгированного действия 60 шт,По рецепту,Нанолек,Метформин,667,742,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/WqN5t5UB4hniyrJC5sbI-300x300,https://gorzdrav.org/p/gljukofazh-long-tab-prolong-dja-1000mg60-68197/,Москва
300385,Метформин Авексима Таблетки 1000 мг 60 шт,По рецепту,Авексима,Метформин,198,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/occ6uZUB4hniyrJCw7Rd-300x300,https://gorzdrav.org/p/metforminaveksima-tabl-p-pl-ob-1000mg-n60-300385/,Москва
194254,"Випдомет таблетки 12,5 мг + 1000 мг 56 шт",По рецепту,Штада,Алоглиптин+Метформин,2517,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/BVbit5UB_o6zmeq9PfmH-300x300,https://gorzdrav.org/p/vipdomet-tabl-p-o-12mg-1000mg-n56-194254/,Москва
609769,Липоевая кислота Таблетки 30 мг 60 шт,,Квадрат-С,,304,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/1eIuupUBsYtKaeUW4gjo-300x277,https://gorzdrav.org/p/lipoevaya-kislota-tab-30mg-n60-kvadrat-s-609769/,Москва
599793,Биосулин Р Раствор для инъекций 100 ЕД/мл картридж + шприц-ручка 3 мл 5 шт,По рецепту,Фармстандарт,Инсулин-изофан [человеческий генно-инженерный],2197,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/J-CpupUBRjkwyzW3UaHB-300x300,https://gorzdrav.org/p/biosulin-r-100ed-ml-3ml-n5-kartridzh-shpricruchka-biomatikpen-2-rr-d-in-599793/,Москва
658669,Гликлазид Таблетки с пролонгированным высвобождением 60 мг 30 шт,По рецепту,Велфарм,Гликлазид,230,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/_XFLdpgBHhsKBsZevIla-300x300,https://gorzdrav.org/p/gliklazid-0-06-n30-tabl-prolong-vysvob-658669/,Москва
30402,Форметин таблетки 500мг 60 шт,По рецепту,Фармстандарт,Метформин,120,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Us4dJZoBQ0PhHzbLgmYA-300x300,https://gorzdrav.org/p/formetin-tab-500mg-60-30402/,Москва
10189,Тиогамма Таблетки покрытые пленочной оболочкой 600 мг 30 шт,По рецепту,Вёрваг,Тиоктовая кислота,1022,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/SZ0vtZUBrbRC1cy5HCdd-300x275,https://gorzdrav.org/p/tiogamma-tabl-p-o-600mg-n30-10189/,Москва
12800,Актрапид HM Раствор для инъекций 100 ме/мл 10 мл,По рецепту,Ново Нордиск,Инсулин растворимый [человеческий генно-инженерный],474,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8mM8tZUB4hniyrJCJRfU-300x300,https://gorzdrav.org/p/aktrapid-nm-rr-d-in-100me-ml-flak-10ml-12800/,Москва
341895,Тресиба Раствор для подкожного введения 100 ЕД/мл картридж в Шприц-ручке флекспен 3 мл картридж + Шприц-ручка 5 шт,По рецепту,Ново Нордиск,Инсулин деглудек,4853,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/RUMCupUBarzHQIad1rNm-177x300,https://gorzdrav.org/p/tresiba-100ed-ml-3ml-n5-kartridzh-v-shpricruchke-flekspen-rr-p-k-341895/,Москва
344215,РинГлар Раствор для подкожного введения 100 ед/мл 3 мл картридж + Шприц-ручка ринастра II 5 шт,По рецепту,Герофарм,Инсулин гларгин,3249,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/pF8LupUBarzHQIadAwQm-139x300,https://gorzdrav.org/p/ringlar-100ed-ml-3ml-n5-kartridzh-shpricruchka-rinastra-ii-rr-p-k-344215/,Москва
335987,Росинсулин Комфорт Пен Шприц-ручка для инъекции инсулина без картриджей,,МЕДСИНТЕЗ ЗАВОД,,2070,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIQAAACECAYAAABRRIOnAAAACXBIWXMAAAsTAAALEwEAmpwYAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAbcSURBVHgB7Z1rS+NAFIZnV1EU74qiKCqKfvL//xBBUSwoiqKoKIqiKLv7hh3IOebSNEnnkvcBCa0NLc3TmTNnzkx+/fmHIeQ/vw0hKSgEEVAIIqAQREAhiIBCEAGFIAIKQQQUgggoBBFQCCKgEERAIYiAQhABhSACCkEEFIIIKAQRUAgioBBEQCGIgEIQAYUgAgpBBKMmIr6/v83Hx0dyHJSRkREzPj6eHLtIFEK8vLyYm5ub5NgUi4uLZm1tzYyNjZku8Sv0pXzX19eJDG2AVmJvb89MTk6arhB0DPH5+dmaDABdT6/Xq9UFhUbQQqB1aBtId39/b7pC0DHE09OTeIz+fmNjo1ZAiKD06upKtAqITVZWVkwXCFoI3ZQjEJybmzN1mJ6eNq+vr+bh4SH3fWKGeQgioBBEQCGIgEIQAYUgAgpBBFFNbiFr2WbmsgsE2UIgLzCMLKXl/f1d5CViJrjJrdvb26QVcJEsQiYUM6BIgMVKMEJgTuH8/LzRKe5BWV5eTlLkMRKEEJDh5OQkOeYxMTGR/KG4pS5vb29JN1H2fvv7+9EV0ngvRJEMuBj4teJvdLT5+BgTXYhVHh8fM/8/NTWVSBET3gtxdHSU/Fo1kGB1dbUVETQQ4/Ly0jw/P5uszxFT9+H1KAO/ziwZNjc3k4swDBkAuqHd3d1EQM3d3Z0XcU1TeCtEXjXU+vq6WVpaMi7ACCNLCgS7seCtEFl5BlwM14UqkAKxQxrIG0uewlshdDNscwA+sLW19eO5WMrsvBQCpXF6VJHVVLsCMcXCwoJ4DlVWMVRWeSlEVpCG0jafyIpjdI1niHgphB5ZoM9uIuHUJBBUJ6WQ0AodL4XQX6yvC2X0qi7kK0LHSyF0X+xreliLGkMMEUQ9BAJMH5M/RXMdoRKEEBjjd6UewTUsoSMCCkEEFIIIgoghkBV0NaFVBMr5sqbEQyYIIZCU8i1TCaoGushT+JZg00RVhl8GUstIemGFeNvJLuQkIAyGy/hL5yiQ0ML743P4VrDbGSHSWw/hiK2C2mp1yirDkb/AHwTF5/KpkrszQaWeeGojr4GLfHp6+mPDkbJzUGBzdnbmRaazM0IM48uuk1FFcIpiYtdSdCqGcAHmYWZnZ5OYATWgX19fiTRZoxPM8qKlcFnJTSFaJK8yHGWAeSX+KLRBDOKqVDBKIfpZ7qfnR+yGZXX3qLKgMrwod4Lh5/b2dnLUxcR4jHNdzPJGF0OgOa4S1FlscFclGMyLF8pkSIMRBlqSNPgMrmo0oxOizpS03Su7n/fIW01WRQYLpNCtgatyvOiEQJM/6P7UNmFURNMyAMigu6qsBUrDILoYwu5PjV9YuvnHCqv0YyzWTV8EnFeWHGpDBguSZHpvTBep7iiDSnyJOkrHl50WAi1BlXUebcoAfCkT5PR3H7QtA/ClHpNClFC2HcHMzIxpgqwSfhczo50RQgea/TTRZRuV4FddtpFJv+hRhV4/Oiw6IwTWY1op8GXrsb+mn11rqryuCCTS9PlNJciq0pnUNZrfg4ODvl5bdJFRvaXTzfb1mIOoOuTF8BKJNI0rIRhDKMoCSKSbcaxyXh6QAedo0Hq5qqwKZl0GJn2GAYK7rIg/PZqwx4uLC/GaKi2FlUG/F85zudI9mJVbLldJZQ0t60hRJAOSasPaKikLdhklFOUZ8HzV7iNPBox6dnZ2nBfhUogC+kk6VZGiSAZfbgcZRJeBprStG6rmdUdVMpD9dB82Z+GzDCAIIexddtvg8PDwx3OD7HRXJgVE8F0G0OkSOowodOuAPMOg5WtFUmh8vWtwp2OIrCKUui1RXkyRxudbSHdaCF2EgjiliSgfUuTlEny/n3inhcjKAzQBRENBjiaEm8sHIcSwagWaaB1CGFoW4WVQiV9qOhBD6hqPm64q0gW1dbcVDF0G4KUQGGam1yrgCx5GFTIuKN5rEPFikAF42WVg2NdWIqoM1CZUJRYZgJdC2C/ShRQIBgeZwo5BBuD1HXXQx2N1lI0h2iArgwgR+5nCxmfr9XrRyACCu01j0+Bi4jZOWjhcVLvWU8cUOMeuH9WELAPovBAAo4vj4+PM/+EC4+La1qJoTWfoMgAK8R8srtVzEFWAMKhnCFkGQCFSoKVATFA1XsGyQB+KW5qAQijsRh7Y4aUsQ2rvG+rLrZ+agELkgK1/kAxDvJAuooEEWNcxPz+ftAwu6x/bgEIQAWsqiYBCEAGFIAIKQQQUgggoBBFQCCKgEERAIYiAQhABhSACCkEEFIIIKAQRUAgioBBEQCGIgEIQAYUgAgpBBBSCCCgEEVAIIqAQREAhiIBCEAGFIAIKQQQUgggoBBH8BR9oEQSYvThMAAAAAElFTkSuQmCC",https://gorzdrav.org/p/rosinsulin-shpricruchka-d-vvedenija-insulina-335987/,Москва
3673,Глюренорм Таблетки 30 мг 60 шт,По рецепту,Берингер,Гликвидон,739,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/c30PtZUBrbRC1cy5kRh6-300x300,https://gorzdrav.org/p/gljurenorm-tabl-30mg-n60-3673/,Москва
43829,Лантус СолоСтар Раствор для подкожного введения 100 ЕД/мл картриджи в Шприц-ручках 3 мл 5 шт,По рецепту,Санофи,Инсулин гларгин,3678,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/emD-tZUBybk0vr4zIfiO-300x300,https://gorzdrav.org/p/lantus-solo-star-rr-d-in-p-k-vved-100me-ml-3ml-kartridzh-n5-shpricruchka-43829/,Москва
61274,Джардинс Таблетки покрытые пленочной оболочкой 10 мг 30 шт,По рецепту,Берингер,Эмпаглифлозин,3130,3478,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/9lVDtpUBybk0vr4zfIH6-300x300,https://gorzdrav.org/p/dzhardins-tabl-p-o-10mg-n30-61274/,Москва
43832,Метформин-Озон Таблетки 850 мг 60 шт,По рецепту,Озон,Метформин,180,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5BMHuZUB4hniyrJCX99w-300x300,https://gorzdrav.org/p/metforminozon-tab-850mg-60-43832/,Москва
300777,"Глюкованс Таблетки покрытые оболочкой 2,5 мг + 500 мг 60 шт",По рецепту,МЕРК,Глибенкламид+Метформин,907,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/JJFPuZUB7vQMbYfxNTyi-300x300,https://gorzdrav.org/p/gljukovans-tab-p-o-500mg-60-300777/,Москва
667602,Семавик Некст Раствор для подкожного введения 1 мг/доза шприц-ручка 3 мл 1 шт + иглы 4 шт,По рецепту,Герофарм,Семаглутид,4996,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/cInxCZgBH0J-GJRPmR2l-300x300,https://gorzdrav.org/p/semavik-nekst-0-001-doza-3ml-n1-shpricruchka-rr-p-k-igla-odnoraz-n4-667602/,Москва
19467,Глюкованс Таблетки 5 мг + 500 мг 30 шт,По рецепту,МЕРК,Глибенкламид+Метформин,527,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/fIBTtZUB4hniyrJCdJIj-300x300,https://gorzdrav.org/p/gljukovans-tabl-p-o-500mg-5mg-n30-19467/,Москва
666576,"Седжаро Раствор для подкожного введения 2,5 мг/доза шприц-ручка 2,4 мл 1 шт + игла 4 шт",По рецепту,Герофарм,Тирзепатид,5537,6787,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Nq4GYZgBJwpR6z9ZlqrG-300x300,https://gorzdrav.org/p/sedzharo-rr-dlja-p-k-vved-2-5-mg-doza-shpricruchka-2-4-ml-1-igla-4-666576/,Москва
664656,"Тирзетта Раствор для подкожного введения 2,5 мг 0,5 мл 4 шт",По рецепту,Биохимик,Тирзепатид,5545,7545,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/0jxsu5UBAi6hE-ZkNhOx-300x300,https://gorzdrav.org/p/tirzetta-rr-p-k-vved-2-5-mg-0-5-ml-4-664656/,Москва
668719,"Семавик Раствор для подкожного введения 1,34 мг/мл шприц-ручка 3 мл 1 шт + иглы 9 шт",По рецепту,Герофарм,Семаглутид,5740,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/SGxtuJkBu6LHc-yH4zaZ-300x300,https://gorzdrav.org/p/semavik-rr-p-k-vved-0-25-0-5-1mg-doza-3ml-n1-shpricruchka-igla-odnoraz-n9-668719/,Москва
68198,Глюкофаж Лонг 1 г Таблетки пролонгированного действия 30 шт,По рецепту,Нанолек,Метформин,377,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/1sBzt5UB4hniyrJC3m_t-300x300,https://gorzdrav.org/p/gljukofazh-long-tab-prolong-dja-1000mg30-68198/,Москва
644293,Вилдаглиптин-Озон Таблетки 50 мг 56 шт,По рецепту,Озон,Вилдаглиптин,1340,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/WsKQupUBu1bHOSl1bD7U-300x300,https://gorzdrav.org/p/vildagliptin-0-05-n56-tabl-644293/,Москва
41004,Форметин Таблетки 1000 мг 60 шт,По рецепту,Фармстандарт,Метформин,216,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/aJQfJZoBQ0PhHzbL8d6h-300x300,https://gorzdrav.org/p/formetin-tab-1g-60-41004/,Москва
300579,"Випдомет 850 мг Таблетки покрытые пленочной оболочкой 12,5 мг + 850 мг 56 шт",По рецепту,Штада,Алоглиптин+Метформин,2478,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Pwg_uZUB4hniyrJCXsvJ-300x186,https://gorzdrav.org/p/vipdomet-tabl-p-pl-o-12-5mg-850mg-n56-300579/,Москва
643136,Агарта Мет Таблетки 50 мг + 850 мг 60 шт,По рецепту,Гедеон Рихтер,Вилдаглиптин+Метформин,1804,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/UMOMupUBu1bHOSl1kbkJ-300x213,https://gorzdrav.org/p/agarta-met-tabl-p-pl-ob-50mg-850mg-n60-643136/,Москва
665828,Ситаглиптин Таблетки 100 мг 30 шт,По рецепту,Макиз-Фарма,Ситаглиптин,490,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/fAki-pcB2BGN4fsdzefE-300x197,https://gorzdrav.org/p/sitagliptin-tabl-p-o-plen-100-mg-kh30-665828/,Москва
205380,Голда МВ Таблетки 60 мг 30 шт,По рецепту,Фармасинтез,Гликлазид,243,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/RgGMuJUB4hniyrJCf-89-168x300,https://gorzdrav.org/p/golda-mv-tabl-60mg-30-205380/,Москва
600811,Антиква Рапид Таблетки диспергируемые в полости рта 60 мкг 30 шт,По рецепту,Фармстандарт,Десмопрессин,1534,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/leqnupUBRjkwyzW3XP-_-300x193,https://gorzdrav.org/p/antikva-rapid-60mkg-n30-tabl-disperg-v-polosti-rta-600811/,Москва
335985,Росинсулин С Суспензия  для подкожного введения 100 МЕ/мл катридж 3 мл 5 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,Инсулин-изофан [человеческий генно-инженерный],1031,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/UcOauZUBVT-7ZLtgsYop-300x300,https://gorzdrav.org/p/rosinsulin-s-susp-d-p-k-100me-ml-kartridzh-3ml-5-335985/,Москва
644695,Вилдус Таблетки 50 мг 56 шт,По рецепту,Белупо,Вилдаглиптин,854,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/zuqQupUBu1bHOSl1-XUD-300x241,https://gorzdrav.org/p/vildus-tab-50mg-56-644695/,Москва
647321,Глипвило Таблетки 50 мг 28 шт,По рецепту,КРКА,Вилдаглиптин,484,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/QlDiupUBRjkwyzW3glRz-300x300,https://gorzdrav.org/p/glipvilo-tabl-50mg-n28-647321/,Москва
334219,Субетта Таблетки для рассасывания 100 шт,,МАТЕРИА МЕДИКА,Антитела к эндотелиальной NO-синтазе,739,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/tpR5uZUB7vQMbYfxsQO9-300x300,https://gorzdrav.org/p/subetta-tab-d-rass-100-334219/,Москва
9385,Сиофор таблетки 500 мг 60 шт,По рецепту,Berlin-Chemie,Метформин,131,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/qJU-uJUBybk0vr4zH8xv-300x260,https://gorzdrav.org/p/siofor-tab-p-o-500mg-60-9385/,Москва
642212,"Семавик Раствор для подкожного введения 1,34 мг/мл шприц-ручка 3 мл 1 шт + иглы 4 шт",По рецепту,Герофарм,Семаглутид,5375,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/1DV1oZoBoUQ5hSsJBEW6-300x300,https://gorzdrav.org/p/semavik-rr-p-k-vved-1-34mg-ml-kartridzh-3ml-v-shpricruchke-n1-s-iglami-4sht-642212/,Москва
667694-3,"Набор из трех упаковок Седжаро Раствор для подкожного введения 12,5 мг/доза шприц-ручка + игла 4 шт",По рецепту,,,42268,47268,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/vcgNLpwBOkTyP3bfVm5g-300x300,https://gorzdrav.org/p/bundle_sedzharo-0-0125-doza-shpricruchka-rr-p-k-igla-n4-667694-3/,Москва
34938,Амарил Таблетки 2 мг 30 шт,По рецепту,Санофи,Глимепирид,1155,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/uFWitZUBrbRC1cy5Q_U_-300x300,https://gorzdrav.org/p/amaril-tabl-2mg-n30-34938/,Москва
41471,Галвус Мет Таблетки покрытые пленочной оболочкой 50 мг + 1000 мг 30 шт,По рецепту,Новартис Фарма,Вилдаглиптин+Метформин,1761,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/FJzktZUBybk0vr4zJdN4-300x300,https://gorzdrav.org/p/galvus-met-tabl-p-o-50mg-1000mg-n30-41471/,Москва
40996,Биосулин Н Суспензия для подкожного введения 100 МЕ/мл 10 мл 1 шт,По рецепту,Фармстандарт,Инсулин-изофан [человеческий генно-инженерный],660,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/t-_gtZUB4hniyrJCPnjd-164x300,https://gorzdrav.org/p/biosulin-n-susp-p-k-100ed-ml-10ml-fl-1-40996/,Москва
589429,Липотиоксон Концентрат для приготовления раствора для инфузий 25 мг/мл 24 мл 5 шт,По рецепту,Сотекс,Тиоктовая кислота,920,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/wcktu5UB5yfJBvc3jao9-300x300,https://gorzdrav.org/p/lipotiokson-konc-d-prig-rra-d-inf-25mg-ml-amp-24ml-5-589429/,Москва
263879,Тиоктовая кислота-Вертекс Таблетки покрытые пленочной оболочкой 600 мг 28 шт,По рецепту,Вертекс,Тиоктовая кислота,1024,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/HcvWuZUB7vQMbYfxIJAy-300x188,https://gorzdrav.org/p/tioktovaja-kislotaverteks-tabletki-600-mg-28-sht-263879/,Москва
32802-2,Набор из двух упаковок Галвус Мет Таблетки 50 мг + 500 мг 30 шт,По рецепту,,,3192,3992,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/2ReOb5sBOkTyP3bfrYIP-300x300,https://gorzdrav.org/p/bundle_galvus-met-tabl-p-o-50mg-500mg-n30-32802-2/,Москва
32803-2,Набор из двух упаковок Галвус Мет Таблетки 50 мг + 850 мг 30 шт,По рецепту,,,3198,3998,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/1yt8b5sBOkTyP3bfdq-Q-300x300,https://gorzdrav.org/p/bundle_galvus-met-tab-p-pl-ob-50mg-850mg-30-32803-2/,Москва
645209,Вилдус Таблетки 50 мг 28 шт,По рецепту,Белупо,Вилдаглиптин,457,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/YdqRupUBu1bHOSl10mdI-300x250,https://gorzdrav.org/p/vildus-tab-50mg-28-645209/,Москва
55082,"Випидия Таблетки покрытые пленочной оболочкой 12,5 мг 28 шт",По рецепту,Hemofarm,Алоглиптин,1188,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/fZgktpUBybk0vr4zSwhA-300x300,https://gorzdrav.org/p/vipidija-tab-p-pl-ob-12-5mg-28-55082/,Москва
641595,Росинсулин Гларгин Раствор для подкожного введения 100 МЕ/мл 3 мл 5 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,Инсулин двухфазный [человеческий генно-инженерный],3075,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/0QmxupUBarzHQIadPC76-300x200,https://gorzdrav.org/p/rosinsulin-glargin-100me-ml-3ml-n5-kartridzh-v-shpricruchke-rosinsulin-komfortpen-rr-p-k-641595/,Москва
647423,Октолипен Капсулы 300 мг 60 шт,По рецепту,Фармстандарт,Тиоктовая кислота,794,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/poUsu5UB5yfJBvc3ms6C-246x300,https://gorzdrav.org/p/oktolipen-0-3-n60-kaps-647423/,Москва
667556,Глимепирид Таблетки 2 мг 30 шт,По рецепту,Пранафарм,Глимепирид,290,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/AeQrTZwBO1hvZDjOER9k-300x300,https://gorzdrav.org/p/glimepirid-0-002-n30-tabl-667556/,Москва
483991,Метформин Санофи Таблетки 500 мг 60 шт,По рецепту,Санофи,Метформин,104,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/I-CxupUBRjkwyzW3kZ5a-300x159,https://gorzdrav.org/p/metformin-tabl-500mg-n60-483991/,Москва
629002,Росинсулин М микс 30/70 Медсинтез Картридж суспензия для подкожного введения картридж 100 МЕ/мл 3 мл 5 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,Инсулин двухфазный [человеческий генно-инженерный],1313,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/szQ5upUBRjkwyzW3Y6OF-300x300,https://gorzdrav.org/p/rosinsulin-m-miks-30-70-medsintez-100me-ml-3ml-n5-kartridzh-v-shpricruchke-rosinsulin-komfortpen-susp-p-k-629002/,Москва
43765,"Минирин Таблетки 0,2 мг 30 шт",По рецепту,Ферринг,Десмопрессин,1693,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Nsv9tZUBybk0vr4zV7U2-300x300,https://gorzdrav.org/p/minirin-tabl-0-2mg-n30-43765/,Москва
664658,"Тирзетта Раствор для подкожного введения 7,5 мг 0,5 мл 4 шт",По рецепту,Биохимик,Тирзепатид,11560,12845,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/kNNtu5UBAi6hE-ZkCCDS-300x300,https://gorzdrav.org/p/tirzetta-rr-p-k-vved-7-5-mg-0-5-ml-4-664658/,Москва
205382,Мерифатин Таблетки 850 мг 60 шт,По рецепту,Фармасинтез,Метформин,163,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/6wyMuJUB4hniyrJCVYbJ-300x297,https://gorzdrav.org/p/merifatin-tabl-p-o-850mg-60-205382/,Москва
594938,Глимепирид Таблетки 3 мг 30 шт,По рецепту,Рафарма,Глимепирид,271,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/s_ehupUBarzHQIadPOjQ-300x199,https://gorzdrav.org/p/glimepirid-tabl-3mg-n30-594938/,Москва
588677,"Глибенкламид Таблетки 3,5 мг 120 шт",По рецепту,Озон,Глибенкламид,162,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/XlmHyJkBu6LHc-yH3otH-300x252,https://gorzdrav.org/p/glibenklamid-tab-3-5mg-120-588677/,Москва
204111,Сигдуо Лонг® Таблетки с модифицированным высвобождением покрытые пленочной оболочкой 5 мг+1000 мг 60 шт,По рецепту,AstraZeneca,Дапаглифлозин+Метформин,3361,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/U2wRoZcBH0J-GJRPTHiK-300x300,https://gorzdrav.org/p/sigduo-long-tabl-p-o-s-modif-vysvob-5mg-1000mg-60-204111/,Москва
13775,Глюкофаж Лонг 750 мг Таблетки пролонгированного действия 60 шт,По рецепту,Нанолек,Метформин,543,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/6ns9uJUBybk0vr4zCqFj-300x300,https://gorzdrav.org/p/gljukofazh-long-tab-prolong-dja-750mg60-13775/,Москва
